user_id,age,gender,has_children,married,days_since_signup,total_trips,booking_lead_time_days,trip_duration_days,total_spend,session_duration_seconds,page_clicks,total_sessions,total_cancellations,cancellation_rate,conversion_rate,Cluster_M
517961,63,female,True,True,1000,3,90.5,6.75,16101.449999999999,991.375,283,8,1,0.125,0.375,1
517967,48,female,True,False,1000,2,10.0,4.0,3062.295,176.25,188,8,0,0.0,0.25,2
517968,45,female,False,True,1000,4,6.0,3.0,2830.21,126.75,136,8,0,0.0,0.5,3
518012,36,male,False,False,1000,2,6.5,2.5,2863.84,107.625,115,8,0,0.0,0.25,2
518015,42,female,True,False,1000,4,6.25,9.5,2856.5099999999998,128.25,138,8,0,0.0,0.5,3
518041,21,female,False,False,1000,1,,,3054.12,106.5,114,8,0,0.0,0.125,2
518044,55,female,True,True,1000,4,6.0,2.0,3427.765,109.11111111111111,131,9,0,0.0,0.4444444444444444,0
518074,31,female,False,False,1000,2,5.5,5.0,3741.2149999999997,104.55555555555556,125,9,0,0.0,0.2222222222222222,2
518084,26,female,False,False,1000,1,196.0,20.0,3703.245,86.5,92,8,0,0.0,0.125,1
518092,46,female,False,False,1000,5,6.2,2.2,2926.995,128.75,137,8,0,0.0,0.625,3
518121,33,female,False,False,1000,3,6.666666666666667,3.3333333333333335,4261.2,144.77777777777777,175,9,0,0.0,0.3333333333333333,3
518127,37,female,False,False,1000,4,6.25,5.0,2494.83,133.75,143,8,0,0.0,0.5,3
518135,37,female,False,False,1000,3,5.333333333333333,4.0,3580.645,1067.25,380,8,1,0.125,0.375,4
518191,47,female,False,True,1000,3,6.75,2.5,2430.1949999999997,972.5555555555555,391,9,1,0.1111111111111111,0.3333333333333333,4
518196,57,female,True,True,1000,3,9.0,1.5,3582.43,92.125,99,8,0,0.0,0.375,0
518211,40,female,True,False,1000,4,6.25,2.5,3618.005,103.66666666666667,126,9,0,0.0,0.4444444444444444,3
518219,27,female,False,False,1000,3,6.0,3.3333333333333335,2982.955,107.375,115,8,0,0.0,0.375,2
518281,55,female,True,True,1000,4,6.0,3.3333333333333335,3414.17,132.875,143,8,0,0.0,0.5,3
518324,41,female,False,False,1000,5,6.4,2.0,2107.685,201.625,218,8,0,0.0,0.625,3
518334,34,female,True,True,1000,2,13.0,3.0,2985.2349999999997,97.5,105,8,0,0.0,0.25,0
518338,37,female,True,False,1000,4,52.333333333333336,7.0,2579.9449999999997,143.375,154,8,0,0.0,0.5,3
518347,56,female,True,True,1000,4,9.5,2.75,2628.7799999999997,113.0,121,8,0,0.0,0.5,3
518348,36,female,True,True,1000,2,8.0,2.0,3266.015,108.125,115,8,0,0.0,0.25,0
518354,23,male,False,False,1000,0,,,3054.12,79.125,85,8,0,0.0,0.0,2
518372,32,female,False,False,1000,2,6.5,3.0,2880.0299999999997,128.5,139,8,0,0.0,0.25,2
518393,42,female,False,False,1000,2,8.0,4.0,3307.81,80.875,87,8,0,0.0,0.25,2
518406,53,female,False,True,1000,3,5.666666666666667,4.5,2176.835,106.5,115,8,0,0.0,0.375,0
518416,47,female,False,False,1000,3,8.0,5.0,2886.795,165.125,180,8,0,0.0,0.375,3
518422,61,female,False,True,1000,1,,,3054.12,135.25,146,8,0,0.0,0.125,0
518443,79,female,False,True,1000,2,10.0,4.0,3223.285,86.625,94,8,0,0.0,0.25,0
518450,64,female,True,True,1000,2,7.0,5.0,3176.525,100.125,107,8,0,0.0,0.25,0
518480,46,female,True,True,1000,4,8.0,3.3333333333333335,3759.3949999999995,125.375,135,8,0,0.0,0.5,3
518495,25,female,False,False,1000,2,6.5,11.5,2685.79,138.875,150,8,0,0.0,0.25,2
518516,58,female,True,True,1000,3,7.666666666666667,5.0,3925.5499999999997,114.63636363636364,170,11,0,0.0,0.2727272727272727,0
518526,55,male,False,False,1000,5,5.6,4.25,3018.775,162.0,173,8,0,0.0,0.625,3
518527,46,female,False,True,1000,5,6.4,4.2,3479.645,189.0,202,8,0,0.0,0.625,3
518533,38,female,True,False,1000,3,7.0,2.3333333333333335,3301.495,98.125,105,8,0,0.0,0.375,2
518535,47,male,False,True,1000,3,7.0,5.0,3445.955,131.88888888888889,160,9,0,0.0,0.3333333333333333,0
518541,48,female,False,False,1000,4,8.0,3.6666666666666665,4009.345,94.125,102,8,0,0.0,0.5,3
518567,19,female,False,False,1000,1,8.0,3.0,3276.45,100.55555555555556,120,9,0,0.0,0.1111111111111111,2
518579,43,male,False,False,1000,3,10.5,2.5,3307.93,102.625,110,8,0,0.0,0.375,3
518582,51,female,True,True,1000,4,97.66666666666667,8.666666666666666,6999.025,185.25,200,8,0,0.0,0.5,3
518585,45,female,True,True,1000,3,6.333333333333333,3.3333333333333335,3150.865,134.5,145,8,0,0.0,0.375,0
518612,45,female,False,False,1000,6,6.6,4.2,2249.925,142.625,154,8,0,0.0,0.75,3
518628,50,female,True,True,1000,0,,,3054.12,73.875,79,8,0,0.0,0.0,0
518629,49,female,False,False,1000,5,6.166666666666667,3.0,2510.41,311.75,264,8,1,0.125,0.625,4
518639,35,female,False,False,999,1,8.0,1.0,2905.455,104.125,112,8,0,0.0,0.125,2
518642,72,female,False,True,999,1,,,3435.8849999999998,82.11111111111111,97,9,0,0.0,0.1111111111111111,0
518645,24,female,False,True,999,0,,,3054.12,82.25,88,8,0,0.0,0.0,2
518694,42,female,False,False,999,2,8.0,3.0,3347.2749999999996,124.0,132,8,0,0.0,0.25,2
518696,39,female,True,False,999,1,,,3054.12,88.625,96,8,0,0.0,0.125,2
518711,46,female,False,True,999,2,7.0,2.0,3484.04,152.44444444444446,184,9,0,0.0,0.2222222222222222,0
518716,41,female,True,True,999,2,10.0,7.0,3300.855,133.125,142,8,0,0.0,0.25,0
518722,54,female,False,True,999,4,6.0,2.25,2858.8,189.625,203,8,0,0.0,0.5,3
518726,19,female,True,False,999,1,8.0,2.0,3311.265,75.25,81,8,0,0.0,0.125,2
518735,30,female,True,False,999,1,,,3054.12,76.75,81,8,0,0.0,0.125,2
518743,36,female,False,False,999,3,6.333333333333333,5.333333333333333,3700.575,139.25,150,8,0,0.0,0.375,3
518747,51,female,True,True,999,2,6.0,4.0,3620.1899999999996,125.0,134,8,0,0.0,0.25,0
518751,34,female,False,False,999,5,7.4,2.6,2987.245,156.75,169,8,0,0.0,0.625,3
518756,53,female,False,False,999,3,5.25,3.5,3468.9700000000003,611.4627295,259,8,1,0.125,0.375,4
518826,40,female,True,False,999,1,7.0,3.0,2894.725,96.5,105,8,0,0.0,0.125,2
518827,51,male,True,True,999,4,8.5,4.0,3217.8,190.375,206,8,0,0.0,0.5,3
518865,29,female,True,False,999,3,7.0,3.5,3051.795,119.5,129,8,0,0.0,0.375,2
518866,56,female,False,True,999,3,7.333333333333333,3.3333333333333335,3783.705,108.625,116,8,0,0.0,0.375,0
518867,36,female,False,True,999,2,7.0,3.0,4137.53,106.75,115,8,0,0.0,0.25,0
518870,39,female,False,False,999,3,6.5,2.5,3219.93,110.875,118,8,0,0.0,0.375,3
518894,51,female,False,False,999,3,8.333333333333334,1.6666666666666667,2981.645,93.5,101,8,0,0.0,0.375,3
518896,58,female,False,True,999,4,145.5,15.25,7037.03,998.875,307,8,1,0.125,0.5,1
518907,44,male,False,False,999,5,6.333333333333333,3.6666666666666665,2993.1749999999997,164.75,175,8,0,0.0,0.625,3
518922,85,female,False,True,999,1,,,3054.12,102.75,109,8,0,0.0,0.125,0
518925,32,female,True,False,999,1,,,3054.12,116.25,125,8,0,0.0,0.125,2
518931,19,female,True,False,999,0,,,3054.12,71.75,77,8,0,0.0,0.0,2
518954,38,female,True,True,999,3,6.666666666666667,4.333333333333333,3060.495,99.75,108,8,0,0.0,0.375,0
518956,49,female,False,True,999,2,10.0,2.0,3474.96,131.77777777777777,160,9,0,0.0,0.2222222222222222,0
518963,32,female,True,False,999,2,5.5,4.0,2618.95,68.0,73,8,0,0.0,0.25,2
518971,41,female,False,False,999,2,4.0,2.0,3324.6549999999997,115.66666666666667,141,9,0,0.0,0.2222222222222222,2
518998,48,female,True,True,999,3,7.666666666666667,3.0,2898.6549999999997,141.5,151,8,0,0.0,0.375,0
519014,40,female,False,False,999,4,5.5,2.0,2798.2799999999997,123.0,133,8,0,0.0,0.5,3
519059,28,female,True,False,999,2,8.5,3.0,3626.89,108.625,117,8,0,0.0,0.25,2
519079,51,female,False,False,999,5,6.25,4.333333333333333,3431.84,136.0,146,8,0,0.0,0.625,3
519089,35,female,True,False,999,3,63.333333333333336,8.666666666666666,4809.575,117.0,126,8,0,0.0,0.375,2
519091,55,female,False,True,999,2,3.0,3.0,4259.555,84.25,90,8,0,0.0,0.25,0
519096,34,female,True,False,999,2,8.0,4.0,2766.17,143.125,153,8,0,0.0,0.25,2
519114,40,female,True,False,999,3,7.333333333333333,7.0,3192.6749999999997,184.5,198,8,0,0.0,0.375,3
519117,47,female,True,True,999,4,8.25,5.0,2616.62,124.625,133,8,0,0.0,0.5,3
519137,52,female,False,False,999,3,9.0,4.333333333333333,3797.8199999999997,89.44444444444444,108,9,0,0.0,0.3333333333333333,3
519140,57,female,False,True,999,5,6.75,3.5,2162.77,175.5,187,8,0,0.0,0.625,3
519171,49,female,True,False,999,2,6.5,5.5,3848.1349999999998,116.0,139,9,0,0.0,0.2222222222222222,0
519191,22,male,False,False,999,1,,,3054.12,212.5,227,8,0,0.0,0.125,2
519205,46,female,False,True,999,2,5.5,2.5,3282.09,108.625,117,8,0,0.0,0.25,0
519210,46,male,False,True,999,4,10.0,2.5,3444.965,108.77777777777777,130,9,0,0.0,0.4444444444444444,3
519211,38,female,False,True,999,5,6.5,5.333333333333333,3111.29,122.75,131,8,0,0.0,0.625,3
519248,28,female,True,True,999,1,225.0,12.0,3013.105,115.875,126,8,0,0.0,0.125,1
519254,32,female,False,False,999,7,8.0,3.8333333333333335,4131.7,141.5,152,8,0,0.0,0.875,3
519260,28,female,True,False,999,3,8.5,1.0,3379.2799999999997,165.0,177,8,0,0.0,0.375,2
519267,48,female,False,False,999,1,9.0,3.0,3415.5,76.77777777777777,92,9,0,0.0,0.1111111111111111,2
519285,32,female,False,False,999,4,6.666666666666667,3.6666666666666665,3528.995,129.375,140,8,0,0.0,0.5,3
519312,60,female,True,True,999,0,,,3054.12,45.875,49,8,0,0.0,0.0,0
519313,25,male,True,False,999,1,10.0,3.0,3155.2349999999997,50.875,55,8,0,0.0,0.125,2
519335,65,female,True,True,999,2,,,3817.6499999999996,79.4,108,10,0,0.0,0.2,0
519348,47,male,False,False,999,3,5.666666666666667,3.3333333333333335,2580.305,146.0,159,8,0,0.0,0.375,3
519353,70,female,False,False,999,1,,,3054.12,96.75,103,8,0,0.0,0.125,0
519357,46,female,True,False,999,5,6.8,3.4,2216.77,106.66666666666667,130,9,0,0.0,0.5555555555555556,3
519368,21,female,True,False,999,1,4.0,3.0,3261.3599999999997,57.0,68,9,0,0.0,0.1111111111111111,2
519383,34,female,False,False,999,2,243.0,,7782.155000000001,131.8578518888889,82,9,1,0.1111111111111111,0.2222222222222222,1
519392,59,female,False,True,999,2,9.0,3.0,3121.84,112.75,120,8,0,0.0,0.25,0
519393,51,female,True,False,999,3,9.0,2.5,3193.88,76.875,82,8,0,0.0,0.375,3
519406,25,female,False,False,999,0,,,3054.12,83.375,91,8,0,0.0,0.0,2
519412,52,female,False,True,999,2,9.0,4.0,2740.185,122.5,132,8,0,0.0,0.25,0
519419,34,female,True,False,999,1,8.0,4.0,3349.88,63.55555555555556,76,9,0,0.0,0.1111111111111111,2
519430,36,female,False,False,999,2,7.0,4.5,3083.3,120.125,129,8,0,0.0,0.25,2
519446,49,female,False,True,999,4,6.75,5.25,3238.04,107.25,117,8,0,0.0,0.5,3
519469,36,male,False,False,999,3,5.666666666666667,2.6666666666666665,3735.605,1084.125,397,8,1,0.125,0.375,4
519515,53,male,True,True,999,4,7.333333333333333,3.3333333333333335,2961.6349999999998,100.0,108,8,0,0.0,0.5,3
519529,26,male,True,True,999,1,6.0,3.0,2846.165,89.125,97,8,0,0.0,0.125,2
519532,45,female,False,False,999,3,6.333333333333333,2.3333333333333335,3643.98,100.33333333333333,121,9,0,0.0,0.3333333333333333,3
519541,49,male,False,True,999,2,7.5,3.0,3269.23,100.625,108,8,0,0.0,0.25,0
519548,27,male,True,True,999,0,,,3054.12,85.375,92,8,0,0.0,0.0,2
519554,34,female,True,False,999,3,9.333333333333334,6.0,3820.6,105.88888888888889,129,9,0,0.0,0.3333333333333333,2
519561,73,female,False,True,999,0,,,3054.12,47.625,50,8,0,0.0,0.0,0
519595,43,male,False,False,999,4,7.0,2.75,3652.77,110.25,119,8,0,0.0,0.5,3
519596,42,female,True,True,999,2,6.0,3.5,3064.52,126.75,135,8,0,0.0,0.25,0
519604,56,female,False,False,999,3,7.0,5.0,2283.335,91.375,98,8,0,0.0,0.375,3
519626,48,male,True,False,999,3,5.666666666666667,5.0,2565.305,137.125,148,8,0,0.0,0.375,3
519631,52,female,False,False,999,6,6.833333333333333,3.3333333333333335,2145.6,165.875,178,8,0,0.0,0.75,3
519664,54,female,True,True,999,2,10.0,7.0,2706.58,203.75,220,8,0,0.0,0.25,0
519687,26,female,True,True,999,0,,,3435.8849999999998,82.0,99,9,0,0.0,0.0,2
519694,34,female,False,False,999,4,5.0,2.0,3040.21,193.75,209,8,0,0.0,0.5,3
519695,40,female,False,False,999,3,6.0,3.0,3063.68,120.5,128,8,0,0.0,0.375,3
519706,64,female,True,False,999,1,,,3054.12,84.875,93,8,0,0.0,0.125,0
519709,33,female,False,True,999,5,68.83333333333333,4.0,2743.915,207.56151666666665,171,9,1,0.1111111111111111,0.5555555555555556,4
519718,53,female,True,True,999,4,5.25,3.0,2130.7799999999997,752.566226,298,8,1,0.125,0.5,4
519722,30,female,True,True,999,3,8.0,7.0,3844.275,83.5,90,8,0,0.0,0.375,0
519725,42,female,True,True,999,2,4.0,1.0,2905.2349999999997,124.5,134,8,0,0.0,0.25,0
519726,45,female,False,True,999,2,5.0,5.0,2729.0,68.5,73,8,0,0.0,0.25,0
519747,46,male,False,True,999,6,6.285714285714286,2.8333333333333335,3063.015,867.656723875,297,8,1,0.125,0.75,4
519769,42,o,True,True,999,3,6.333333333333333,3.6666666666666665,2847.165,92.25,99,8,0,0.0,0.375,0
519774,56,female,True,False,999,3,7.0,4.0,2952.37,122.625,132,8,0,0.0,0.375,3
519787,19,female,True,False,999,2,104.0,11.0,9307.295,887.4444444444445,305,9,1,0.1111111111111111,0.2222222222222222,1
519799,39,female,True,False,999,5,6.8,3.2,3396.215,116.25,124,8,0,0.0,0.625,3
519846,58,female,True,False,999,4,6.333333333333333,3.5,3862.97,140.66666666666666,169,9,0,0.0,0.4444444444444444,3
519848,44,female,False,False,999,4,7.25,3.0,3627.335,134.66666666666666,163,9,0,0.0,0.4444444444444444,3
519853,43,female,True,False,999,2,5.0,2.0,2796.19,82.25,89,8,0,0.0,0.25,2
519859,43,female,False,False,999,5,8.8,6.6,4490.035,99.25,107,8,0,0.0,0.625,3
519885,29,female,False,False,999,3,9.0,3.0,3292.91,126.125,135,8,0,0.0,0.375,2
519888,40,female,False,False,999,4,6.666666666666667,4.333333333333333,2980.625,155.375,168,8,0,0.0,0.5,3
519893,44,female,False,True,999,4,8.666666666666666,2.6666666666666665,5063.3099999999995,172.0,208,9,0,0.0,0.4444444444444444,3
519896,48,female,False,True,999,3,88.0,10.0,8424.369999999999,204.66666666666666,247,9,0,0.0,0.3333333333333333,3
519897,19,female,False,False,999,0,,,3054.12,54.625,58,8,0,0.0,0.0,2
519905,43,female,False,True,999,2,7.0,4.5,3002.7999999999997,102.125,111,8,0,0.0,0.25,0
519911,41,female,False,False,999,6,6.166666666666667,5.333333333333333,3024.835,148.22222222222223,179,9,0,0.0,0.6666666666666666,3
519912,46,male,False,False,999,4,8.0,5.0,2403.44,128.375,138,8,0,0.0,0.5,3
519943,60,female,True,True,999,0,,,3435.8849999999998,69.33333333333333,84,9,0,0.0,0.0,0
519955,39,female,False,False,999,2,6.0,4.5,3238.8,115.875,124,8,0,0.0,0.25,2
519957,55,female,False,True,999,2,7.5,4.0,3389.67,115.625,124,8,0,0.0,0.25,0
519961,32,female,False,False,999,3,7.666666666666667,2.6666666666666665,3137.92,122.11111111111111,149,9,0,0.0,0.3333333333333333,2
519965,40,male,True,False,999,3,7.333333333333333,3.0,3251.465,138.625,149,8,0,0.0,0.375,3
519982,23,female,True,False,999,1,169.0,16.0,8866.59,1001.625,310,8,1,0.125,0.125,1
520054,36,female,True,False,999,1,6.0,3.0,2723.585,143.25,152,8,0,0.0,0.125,2
520063,39,female,True,False,999,2,6.0,3.0,3958.465,108.81818181818181,161,11,0,0.0,0.18181818181818182,2
520097,53,female,False,True,999,4,5.75,5.0,2295.17,143.125,152,8,0,0.0,0.5,3
520106,28,female,True,False,999,1,8.0,4.0,2857.535,138.875,151,8,0,0.0,0.125,2
520141,44,female,False,False,999,3,7.0,5.0,2804.62,142.75,154,8,0,0.0,0.375,3
520152,48,female,True,True,999,4,7.666666666666667,3.6666666666666665,3004.41,130.88888888888889,158,9,0,0.0,0.4444444444444444,3
520170,26,female,True,False,999,2,11.0,2.0,3373.4849999999997,94.75,102,8,0,0.0,0.25,2
520175,53,female,False,False,999,3,7.0,3.3333333333333335,2825.095,200.375,216,8,0,0.0,0.375,3
520177,55,female,False,True,999,6,6.8,4.2,3059.075,150.1,200,10,0,0.0,0.6,3
520182,45,female,True,True,999,3,7.333333333333333,3.6666666666666665,3279.9049999999997,94.5,101,8,0,0.0,0.375,0
520188,37,female,False,False,999,2,7.0,4.0,3160.815,165.375,177,8,0,0.0,0.25,2
520193,51,female,False,False,999,3,6.666666666666667,4.0,3464.6749999999997,84.5,91,8,0,0.0,0.375,3
520225,44,female,True,False,999,5,7.2,3.6,3111.6749999999997,133.0,142,8,0,0.0,0.625,3
520244,43,female,False,True,999,2,5.5,8.0,3044.67,105.5,114,8,0,0.0,0.25,0
520248,40,female,True,False,999,4,7.25,3.25,3453.05,190.5,205,8,0,0.0,0.5,3
520250,57,male,False,True,999,4,7.5,3.0,2961.2200000000003,138.875,149,8,0,0.0,0.5,3
520256,44,female,False,True,999,4,5.666666666666667,4.333333333333333,2466.835,124.125,134,8,0,0.0,0.5,3
520265,43,female,True,True,999,5,7.75,5.75,3853.12,110.375,119,8,0,0.0,0.625,3
520277,40,female,False,False,999,2,6.5,2.5,2774.99,117.125,128,8,0,0.0,0.25,2
520291,38,male,False,True,999,4,7.0,6.5,3931.975,194.66666666666666,236,9,0,0.0,0.4444444444444444,3
520298,43,female,False,False,999,2,7.0,4.0,2984.1749999999997,152.375,164,8,0,0.0,0.25,2
520307,53,female,False,False,999,3,6.666666666666667,3.6666666666666665,2689.9449999999997,82.875,90,8,0,0.0,0.375,3
520311,49,female,True,True,999,5,5.25,3.0,2457.79,107.875,116,8,0,0.0,0.625,3
520314,18,female,True,False,999,2,,,3054.12,99.375,107,8,0,0.0,0.25,2
520327,27,female,False,False,999,2,6.5,1.5,3479.69,117.375,126,8,0,0.0,0.25,2
520358,51,female,False,True,999,4,7.666666666666667,4.333333333333333,2705.625,99.5,107,8,0,0.0,0.5,3
520373,50,female,True,False,999,3,8.666666666666666,4.5,2358.1349999999998,126.25,137,8,0,0.0,0.375,3
520397,45,female,False,True,999,4,5.0,5.6,3011.38,955.4444444444445,391,9,1,0.1111111111111111,0.4444444444444444,4
520405,32,female,False,False,999,1,6.0,2.0,2814.815,61.5,66,8,0,0.0,0.125,2
520411,41,female,False,True,999,2,4.0,4.0,2564.37,106.625,115,8,0,0.0,0.25,0
520422,39,female,False,False,999,2,7.0,3.5,2958.19,98.25,105,8,0,0.0,0.25,2
520429,53,male,True,True,999,3,84.5,4.666666666666667,8012.51,977.625,284,8,1,0.125,0.375,4
520436,48,female,False,True,999,6,6.4,3.6,3087.995,177.0,191,8,0,0.0,0.75,3
520440,37,female,False,True,999,0,,,3435.8849999999998,98.55555555555556,118,9,0,0.0,0.0,0
520480,39,female,False,False,999,3,7.333333333333333,4.333333333333333,4018.2349999999997,98.625,106,8,0,0.0,0.375,3
520491,56,male,True,False,999,5,6.5,2.25,3450.95,122.125,130,8,0,0.0,0.625,3
520497,49,female,False,False,999,3,7.666666666666667,3.3333333333333335,3831.305,123.375,132,8,0,0.0,0.375,3
520527,34,female,False,False,999,2,8.0,4.0,2931.15,95.75,102,8,0,0.0,0.25,2
520530,42,female,False,True,999,4,8.5,3.75,3704.98,125.75,135,8,0,0.0,0.5,3
520532,49,female,False,True,999,4,8.25,5.5,3294.545,146.33333333333334,178,9,0,0.0,0.4444444444444444,3
520539,53,female,True,True,999,4,91.8,8.4,2524.6349999999998,484.089728,164,8,1,0.125,0.5,4
520556,35,female,True,False,999,5,6.75,3.25,2526.13,136.375,146,8,0,0.0,0.625,3
520558,37,female,False,False,999,1,6.0,7.0,3048.475,104.625,112,8,0,0.0,0.125,2
520561,32,female,True,False,999,0,,,3054.12,111.5,119,8,0,0.0,0.0,2
520603,26,female,False,False,999,0,,,3054.12,60.625,64,8,0,0.0,0.0,2
520619,59,female,False,True,999,2,4.5,3.5,3059.68,118.375,126,8,0,0.0,0.25,0
520680,44,female,False,True,999,2,8.0,3.5,2922.41,94.125,100,8,0,0.0,0.25,0
520696,43,female,False,False,999,2,6.0,2.6666666666666665,2672.735,1048.25,362,8,1,0.125,0.25,4
520708,43,female,False,False,999,3,5.333333333333333,4.666666666666667,2828.665,112.875,121,8,0,0.0,0.375,3
520719,26,male,False,False,999,4,7.5,4.25,4000.51,123.125,132,8,0,0.0,0.5,3
520733,42,female,False,True,999,3,8.333333333333334,4.0,5151.224999999999,135.625,144,8,0,0.0,0.375,0
520745,42,female,False,False,999,2,8.5,6.0,2443.1,176.375,190,8,0,0.0,0.25,2
520762,30,female,False,False,999,2,8.0,5.0,2781.245,94.625,102,8,0,0.0,0.25,2
520770,41,female,False,False,999,4,10.0,2.0,5156.15,119.5,129,8,0,0.0,0.5,3
520771,59,female,True,True,999,1,,,3054.12,96.875,105,8,0,0.0,0.125,0
520780,71,female,False,False,999,0,,,3054.12,40.75,43,8,0,0.0,0.0,0
520783,41,female,False,True,999,3,7.5,2.0,3096.6099999999997,101.5,109,8,0,0.0,0.375,0
520804,51,female,False,True,999,3,5.333333333333333,2.6666666666666665,2420.915,112.875,122,8,0,0.0,0.375,0
520819,51,female,True,True,999,2,7.0,4.0,3145.2349999999997,100.11111111111111,121,9,0,0.0,0.2222222222222222,0
520821,43,female,False,False,999,2,6.0,5.5,3720.23,124.25,134,8,0,0.0,0.25,2
520844,21,female,True,False,999,2,5.0,2.0,2766.125,103.375,110,8,0,0.0,0.25,2
520851,55,female,True,True,999,5,6.2,3.8,4653.74,168.11111111111111,204,9,0,0.0,0.5555555555555556,3
520861,53,male,True,False,999,3,94.25,10.75,3456.6549999999997,919.1276355555557,262,9,1,0.1111111111111111,0.3333333333333333,4
520877,51,female,False,True,999,3,5.0,5.333333333333333,3121.975,131.0,141,8,0,0.0,0.375,0
520878,40,female,False,True,999,4,7.5,4.0,4060.465,157.55555555555554,193,9,0,0.0,0.4444444444444444,3
520882,19,female,False,False,999,1,,,3054.12,57.5,62,8,0,0.0,0.125,2
520885,38,male,True,True,999,5,68.33333333333333,5.4,15932.419999999998,1035.75,347,8,1,0.125,0.625,1
520898,43,female,True,True,998,3,6.0,6.5,4360.15,103.375,111,8,0,0.0,0.375,0
520902,40,female,False,False,998,4,5.75,3.6666666666666665,3517.1349999999998,112.33333333333333,136,9,0,0.0,0.4444444444444444,3
520920,42,female,False,False,998,1,,,3435.8849999999998,94.11111111111111,113,9,0,0.0,0.1111111111111111,2
520934,54,female,True,False,998,1,8.0,3.0,4480.66,139.77777777777777,169,9,0,0.0,0.1111111111111111,0
520947,24,o,True,True,998,3,186.5,11.0,3108.79,465.209656875,194,8,1,0.125,0.375,1
520959,50,female,False,False,998,1,7.0,4.0,2778.125,84.25,89,8,0,0.0,0.125,2
521000,48,female,False,True,998,3,8.0,2.3333333333333335,2529.735,169.25,184,8,0,0.0,0.375,0
521004,52,female,False,True,998,4,6.75,2.25,3196.5,171.625,186,8,0,0.0,0.5,3
521009,69,female,False,True,998,1,,,3817.6499999999996,74.6,100,10,0,0.0,0.1,0
521031,45,female,False,False,998,6,6.8,4.2,3201.765,133.25,145,8,0,0.0,0.75,3
521033,44,male,True,True,998,4,7.25,5.75,2481.3,140.25,151,8,0,0.0,0.5,3
521044,42,female,False,False,998,4,7.666666666666667,3.6666666666666665,3335.4,145.77777777777777,176,9,0,0.0,0.4444444444444444,3
521060,41,female,False,False,998,5,6.25,2.75,3701.6,158.625,170,8,0,0.0,0.625,3
521062,61,female,False,True,998,0,,,3435.8849999999998,71.33333333333333,87,9,0,0.0,0.0,0
521065,45,female,True,True,998,4,101.8,5.8,3613.8450000000003,986.0,292,8,1,0.125,0.5,4
521066,43,female,False,False,998,4,7.25,3.5,2986.75,135.625,146,8,0,0.0,0.5,3
521070,52,female,True,True,998,6,48.166666666666664,3.1666666666666665,8116.724999999999,145.44444444444446,174,9,0,0.0,0.6666666666666666,3
521109,31,female,True,False,998,3,7.0,7.333333333333333,2636.545,114.125,123,8,0,0.0,0.375,2
521127,43,female,False,True,998,5,6.0,4.333333333333333,3404.02,181.66666666666666,219,9,0,0.0,0.5555555555555556,3
521152,46,female,False,True,998,3,6.333333333333333,6.333333333333333,4132.89,107.11111111111111,129,9,0,0.0,0.3333333333333333,0
521170,45,male,False,False,998,3,9.0,4.0,3288.08,103.375,111,8,0,0.0,0.375,3
521185,48,female,True,True,998,4,5.5,2.0,3365.9,123.5,133,8,0,0.0,0.5,3
521186,54,female,False,False,998,3,4.666666666666667,6.0,3734.545,99.5,106,8,0,0.0,0.375,3
521187,76,female,False,True,998,0,,,3435.8849999999998,108.44444444444444,130,9,0,0.0,0.0,0
521192,29,female,False,False,998,3,7.0,2.5,2797.73,106.25,115,8,0,0.0,0.375,2
521201,59,female,True,True,998,1,5.0,3.0,2957.165,51.25,55,8,0,0.0,0.125,0
521211,27,male,False,False,998,1,,,3054.12,65.875,71,8,0,0.0,0.125,2
521212,43,male,True,True,998,4,6.666666666666667,4.666666666666667,2581.745,1041.1105028749998,341,8,1,0.125,0.5,4
521235,36,female,False,False,998,5,44.8,6.0,5174.415,179.875,194,8,0,0.0,0.625,3
521250,32,male,False,False,998,2,7.0,2.0,3405.45,142.625,155,8,0,0.0,0.25,2
521259,37,female,False,False,998,2,7.0,3.5,3061.64,133.25,143,8,0,0.0,0.25,2
521282,34,female,False,False,998,2,9.5,5.5,3078.85,145.875,158,8,0,0.0,0.25,2
521286,35,female,False,False,998,1,7.0,3.0,3299.425,87.25,93,8,0,0.0,0.125,2
521293,36,female,False,True,998,5,7.0,6.2,2129.315,130.75,141,8,0,0.0,0.625,3
521295,42,female,True,False,998,2,5.0,7.0,2894.7799999999997,94.5,102,8,0,0.0,0.25,2
521298,39,female,False,False,998,3,7.0,3.0,3046.125,123.875,133,8,0,0.0,0.375,3
521309,52,female,True,False,998,2,8.5,2.5,3195.46,108.625,116,8,0,0.0,0.25,0
521316,45,female,False,False,998,3,8.5,8.5,3139.7349999999997,134.44444444444446,164,9,0,0.0,0.3333333333333333,3
521331,65,female,False,False,998,2,106.66666666666667,6.0,5899.1849999999995,531.2405255,170,10,1,0.1,0.2,1
521335,35,female,False,False,998,4,6.5,5.25,2376.6099999999997,431.90197312500004,244,8,1,0.125,0.5,4
521343,38,female,False,False,998,5,7.0,5.4,2296.09,150.55555555555554,181,9,0,0.0,0.5555555555555556,3
521379,58,female,False,True,998,2,10.0,4.0,3638.06,76.125,82,8,0,0.0,0.25,0
521392,41,female,False,True,998,2,3.0,9.0,2993.6349999999998,93.75,102,8,0,0.0,0.25,0
