date,id,store_nbr,item_nbr,unit_sales,onpromotion,perishable,family,city,store_type,cluster,dcoilwtico,type,locale,locale_name,description,transferred,year,month,day,dayofweek,dayofyear,weekofyear,quarter,is_weekend,unit_sales_rolling_mean_7d,unit_sales_rolling_mean_14d,unit_sales_rolling_mean_30d
2014-03-14,20523532,26,319272,1.791759469228055,0,0,1,0,3,10,99.23,-1,-1,-1,-1,-1,2014,3,14,4,73,11,1,0,,,
2014-03-30,21555519,26,155601,1.6094379124341003,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,3,30,6,89,13,1,1,1.5178888842782836,,
2014-01-12,17015328,34,1346643,1.791759469228055,0,0,0,0,4,6,,-1,-1,-1,-1,-1,2014,1,12,6,12,2,1,1,,,
2014-03-10,20306923,51,940616,1.0986122886681098,0,0,0,0,0,17,101.39,-1,-1,-1,-1,-1,2014,3,10,0,69,11,1,0,,,
2014-01-18,17391145,27,404442,2.0794415416798357,0,0,2,3,3,1,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,,,
2014-03-08,20139908,24,179564,1.3862943611198906,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,3,8,5,67,10,1,1,,,
2014-03-09,20220025,36,269036,1.0986122886681098,0,0,1,1,2,10,,-1,-1,-1,-1,-1,2014,3,9,6,68,10,1,1,,,
2014-01-26,17917798,35,1146786,3.6375861597263857,0,0,2,2,1,3,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,,,
2014-01-28,18037917,27,1463800,2.3978952727983707,0,0,1,3,3,1,97.49,-1,-1,-1,-1,-1,2014,1,28,1,28,5,1,0,,,
2014-02-26,19556068,51,567644,1.9459101490553132,0,0,2,0,0,17,102.93,-1,-1,-1,-1,-1,2014,2,26,2,57,9,1,0,,,
2014-01-04,16489689,27,115892,2.772588722239781,0,0,2,3,3,1,,-1,-1,-1,-1,-1,2014,1,4,5,4,1,1,1,,,
2014-01-21,17619764,51,977007,1.9459101490553132,0,0,0,0,0,17,94.51,-1,-1,-1,-1,-1,2014,1,21,1,21,4,1,0,,,
2014-02-27,19587594,36,804932,1.0986122886681098,0,0,1,1,2,10,102.68,-1,-1,-1,-1,-1,2014,2,27,3,58,9,1,0,,,
2014-03-18,20782336,24,936341,1.6094379124341003,0,0,2,0,3,1,100.08,-1,-1,-1,-1,-1,2014,3,18,1,77,12,1,0,,,
2014-02-04,18446900,35,315320,0.6931471805599453,0,0,2,2,1,3,97.24,-1,-1,-1,-1,-1,2014,2,4,1,35,6,1,0,,,
2014-03-26,21295647,24,1463865,3.9318256327243257,0,0,1,0,3,1,100.61,-1,-1,-1,-1,-1,2014,3,26,2,85,13,1,0,,,
2014-03-29,21496479,34,464536,3.091042453358316,0,0,2,0,4,6,,-1,-1,-1,-1,-1,2014,3,29,5,88,13,1,1,,,
2014-01-30,18166747,34,459801,0.6931471805599453,0,0,2,0,4,6,98.25,-1,-1,-1,-1,-1,2014,1,30,3,30,5,1,0,,,
2014-01-10,16879124,32,1157479,0.6931471805599453,0,0,1,0,1,3,92.39,-1,-1,-1,-1,-1,2014,1,10,4,10,2,1,0,,,
2014-02-23,19382613,24,223136,2.302585092994046,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,2,23,6,54,8,1,1,,,
2014-01-15,17200198,28,364606,3.6375861597263857,0,0,2,0,2,10,93.78,-1,-1,-1,-1,-1,2014,1,15,2,15,3,1,0,,,
2014-03-19,20849093,27,692537,1.6094379124341003,0,0,2,3,3,1,100.71,-1,-1,-1,-1,-1,2014,3,19,2,78,12,1,0,,,
2014-03-30,21566299,36,221506,1.6094379124341003,0,0,0,1,2,10,,-1,-1,-1,-1,-1,2014,3,30,6,89,13,1,1,,,
2014-01-14,17166807,51,1463881,3.4339872044851463,0,0,1,0,0,17,92.15,-1,-1,-1,-1,-1,2014,1,14,1,14,3,1,0,,,
2014-03-19,20855998,34,1091370,1.6094379124341003,0,0,2,0,4,6,100.71,-1,-1,-1,-1,-1,2014,3,19,2,78,12,1,0,,,
2014-02-04,18439902,26,757888,1.0986122886681098,0,0,0,0,3,10,97.24,-1,-1,-1,-1,-1,2014,2,4,1,35,6,1,0,,,
2014-03-20,20913426,28,1159598,2.1972245773362196,0,0,0,0,2,10,99.68,-1,-1,-1,-1,-1,2014,3,20,3,79,12,1,0,1.9128020207119414,,
2014-03-15,20621919,51,314570,2.833213344056216,0,0,0,0,0,17,,-1,-1,-1,-1,-1,2014,3,15,5,74,11,1,1,,,
2014-01-08,16748452,26,757880,1.0986122886681098,0,0,2,0,3,10,91.9,-1,-1,-1,-1,-1,2014,1,8,2,8,2,1,0,,,
2014-03-31,21620030,24,514144,2.0794415416798357,0,0,2,0,3,1,101.57,-1,-1,-1,-1,-1,2014,3,31,0,90,14,1,0,,,
2014-02-07,18613517,51,1066900,2.302585092994046,0,0,1,0,0,17,99.98,-1,-1,-1,-1,-1,2014,2,7,4,38,6,1,0,,,
2014-01-17,17325704,27,1036317,1.6094379124341003,0,0,0,3,3,1,93.96,-1,-1,-1,-1,-1,2014,1,17,4,17,3,1,0,,,
2014-01-14,17166477,51,1117662,0.6931471805599453,0,0,1,0,0,17,92.15,-1,-1,-1,-1,-1,2014,1,14,1,14,3,1,0,,,
2014-01-11,16935690,24,402136,1.0986122886681098,0,0,0,0,3,1,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,1.8189763726563597,,
2014-01-16,17292857,51,839362,2.6390573296152584,0,0,1,0,0,17,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,3.5583997667210068,,
2014-03-31,21624342,27,911989,0.6931471805599453,0,0,0,3,3,1,101.57,-1,-1,-1,-1,-1,2014,3,31,0,90,14,1,0,,,
2014-03-20,20913183,28,902839,0.6931471805599453,0,0,2,0,2,10,99.68,-1,-1,-1,-1,-1,2014,3,20,3,79,12,1,0,,,
2014-02-03,18414591,51,414421,1.3862943611198906,0,0,2,0,0,17,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,,,
2014-01-10,16882813,36,841842,2.772588722239781,0,0,2,1,2,10,92.39,-1,-1,-1,-1,-1,2014,1,10,4,10,2,1,0,,,
2014-01-02,16356908,27,168930,2.70805020110221,0,0,0,3,3,1,95.14,-1,-1,-1,-1,-1,2014,1,2,3,2,1,1,0,2.549161699652435,,
2014-02-16,19048512,36,805311,1.3862943611198906,0,0,1,1,2,10,,-1,-1,-1,-1,-1,2014,2,16,6,47,7,1,1,,,
2014-03-03,19822152,28,627263,1.9459101490553132,0,0,2,0,2,10,105.34,0,1,1,1,0,2014,3,3,0,62,10,1,0,1.981752698826126,,
2014-03-15,20622153,51,564274,2.6390573296152584,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,3,15,5,74,11,1,1,2.477552940416217,,
2014-03-04,19891437,34,1084882,1.9459101490553132,0,0,2,0,4,6,103.64,0,1,1,1,0,2014,3,4,1,63,10,1,0,,,
2014-02-11,18797672,34,938657,0.6931471805599453,0,0,1,0,4,6,99.96,-1,-1,-1,-1,-1,2014,2,11,1,42,7,1,0,,,
2014-02-12,18840624,26,890825,0.6931471805599453,0,0,2,0,3,10,100.38,-1,-1,-1,-1,-1,2014,2,12,2,43,7,1,0,,,
2014-01-22,17660025,36,302824,0.6931471805599453,0,0,0,1,2,10,96.35,-1,-1,-1,-1,-1,2014,1,22,2,22,4,1,0,,,
2014-02-18,19146203,34,979199,2.0794415416798357,0,0,0,0,4,6,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,,,
2014-01-10,16904961,51,1009998,2.70805020110221,0,0,0,0,0,17,92.39,-1,-1,-1,-1,-1,2014,1,10,4,10,2,1,0,,,
2014-03-14,20554934,51,313641,0.6931471805599453,0,0,2,0,0,17,99.23,-1,-1,-1,-1,-1,2014,3,14,4,73,11,1,0,,,
2014-01-13,17079446,34,115720,1.791759469228055,0,0,2,0,4,6,91.45,-1,-1,-1,-1,-1,2014,1,13,0,13,3,1,0,1.5696564507144795,,
2014-01-31,18254080,51,213066,0.6931471805599453,0,0,2,0,0,17,97.55,-1,-1,-1,-1,-1,2014,1,31,4,31,5,1,0,,,
2014-02-06,18537700,24,848953,1.6094379124341003,0,0,0,0,3,1,97.84,-1,-1,-1,-1,-1,2014,2,6,3,37,6,1,0,1.4349981592585466,,
2014-03-06,20013944,26,1464137,0.6931471805599453,0,0,1,0,3,10,101.82,-1,-1,-1,-1,-1,2014,3,6,3,65,10,1,0,,,
2014-01-06,16654211,51,1047681,2.9444389791664403,0,0,1,0,0,17,93.12,-1,-1,-1,-1,-1,2014,1,6,0,6,2,1,0,2.3778368020032374,,
2014-02-25,19486633,30,985824,3.091042453358316,0,0,2,0,1,3,102.2,-1,-1,-1,-1,-1,2014,2,25,1,56,9,1,0,,,
2014-02-01,18310472,51,890372,2.0794415416798357,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,2,1,5,32,5,1,1,1.195858668748308,,
2014-01-11,16939586,27,106716,1.0986122886681098,0,0,2,3,3,1,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,,,
2014-03-14,20523873,26,848765,2.3978952727983707,0,0,2,0,3,10,99.23,-1,-1,-1,-1,-1,2014,3,14,4,73,11,1,0,,,
2014-01-24,17771815,24,171890,2.1972245773362196,0,0,0,0,3,1,96.66,-1,-1,-1,-1,-1,2014,1,24,4,24,4,1,0,,,
2014-01-12,17012872,32,1132005,0.6931471805599453,0,0,1,0,1,3,,-1,-1,-1,-1,-1,2014,1,12,6,12,2,1,1,,,
2014-01-21,17590196,28,567579,0.6931471805599453,0,0,2,0,2,10,94.51,-1,-1,-1,-1,-1,2014,1,21,1,21,4,1,0,,,
2014-02-18,19142918,30,1137146,1.0986122886681098,0,0,2,0,1,3,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,,,
2014-02-10,18744584,28,1066900,2.995732273553991,0,0,1,0,2,10,100.12,-1,-1,-1,-1,-1,2014,2,10,0,41,7,1,0,,,
2014-02-05,18497360,36,418238,1.3862943611198906,0,0,1,1,2,10,97.4,-1,-1,-1,-1,-1,2014,2,5,2,36,6,1,0,,,
2014-02-27,19580168,26,884878,1.0986122886681098,0,0,1,0,3,10,102.68,-1,-1,-1,-1,-1,2014,2,27,3,58,9,1,0,,,
2014-03-15,20591424,28,865155,1.6094379124341003,0,0,2,0,2,10,,-1,-1,-1,-1,-1,2014,3,15,5,74,11,1,1,,,
2014-01-25,17842705,28,119141,1.6094379124341003,0,0,2,0,2,10,,-1,-1,-1,-1,-1,2014,1,25,5,25,4,1,1,,,
2014-03-10,20284634,36,265559,4.127134385045092,0,0,2,1,2,10,101.39,-1,-1,-1,-1,-1,2014,3,10,0,69,11,1,0,3.8395348025721034,,
2014-03-16,20689021,51,158875,1.3862943611198906,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,3,16,6,75,11,1,1,1.2219046054331586,,
2014-01-06,16629795,34,315176,3.295836866004329,0,0,1,0,4,6,93.12,-1,-1,-1,-1,-1,2014,1,6,0,6,2,1,0,,,
2014-03-28,21431265,36,205387,1.9459101490553132,0,0,2,1,2,10,101.73,-1,-1,-1,-1,-1,2014,3,28,4,87,13,1,0,,,
2014-03-16,20689008,51,129758,2.0794415416798357,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,3,16,6,75,11,1,1,,,
2014-01-06,16624601,28,268834,1.6094379124341003,0,0,2,0,2,10,93.12,-1,-1,-1,-1,-1,2014,1,6,0,6,2,1,0,,,
2014-02-14,18944953,36,1134971,1.0986122886681098,0,0,1,1,2,10,100.31,-1,-1,-1,-1,-1,2014,2,14,4,45,7,1,0,,,
2014-01-12,17004248,24,1464002,2.1972245773362196,0,0,1,0,3,1,,-1,-1,-1,-1,-1,2014,1,12,6,12,2,1,1,,,
2014-02-20,19259624,51,252970,2.5649493574615367,0,0,0,0,0,17,103.2,-1,-1,-1,-1,-1,2014,2,20,3,51,8,1,0,,,
2014-03-13,20463398,27,1346625,1.3862943611198906,0,0,0,3,3,1,98.57,-1,-1,-1,-1,-1,2014,3,13,3,72,11,1,0,,,
2014-03-17,20718621,24,402174,2.302585092994046,0,0,2,0,3,1,98.43,-1,-1,-1,-1,-1,2014,3,17,0,76,12,1,0,,,
2014-01-14,17138505,30,807493,2.302585092994046,0,0,1,0,1,3,92.15,-1,-1,-1,-1,-1,2014,1,14,1,14,3,1,0,,,
2014-03-29,21496542,34,559872,3.091042453358316,0,0,2,0,4,6,,-1,-1,-1,-1,-1,2014,3,29,5,88,13,1,1,1.0481338448153739,,
2014-01-16,17262416,27,1057495,2.0794415416798357,0,0,0,3,3,1,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,,,
2014-02-27,19582246,28,1076065,1.0986122886681098,0,0,2,0,2,10,102.68,-1,-1,-1,-1,-1,2014,2,27,3,58,9,1,0,,,
2014-03-07,20109848,51,759890,1.6094379124341003,0,0,0,0,0,17,102.82,-1,-1,-1,-1,-1,2014,3,7,4,66,10,1,0,,,
2014-03-23,21139547,51,169104,0.6931471805599453,0,0,0,0,0,17,,-1,-1,-1,-1,-1,2014,3,23,6,82,12,1,1,,,
2014-01-04,16492747,30,258376,2.0794415416798357,0,0,0,0,1,3,,-1,-1,-1,-1,-1,2014,1,4,5,4,1,1,1,,,
2014-01-26,17917308,35,269029,2.5649493574615367,0,0,1,2,1,3,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,,,
2014-02-16,19048353,36,559873,2.5649493574615367,0,0,2,1,2,10,,-1,-1,-1,-1,-1,2014,2,16,6,47,7,1,1,,,
2014-03-22,21072992,51,165553,2.3978952727983707,0,0,1,0,0,17,,-1,-1,-1,-1,-1,2014,3,22,5,81,12,1,1,2.541055590946516,,
2014-01-06,16624296,27,1464309,0.6931471805599453,0,0,1,3,3,1,93.12,-1,-1,-1,-1,-1,2014,1,6,0,6,2,1,0,,,
2014-01-08,16745858,24,724498,1.0986122886681098,0,0,2,0,3,1,91.9,-1,-1,-1,-1,-1,2014,1,8,2,8,2,1,0,,,
2014-01-16,17270835,36,764438,1.0986122886681098,0,0,2,1,2,10,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,,,
2014-01-24,17777546,28,767184,2.0794415416798357,0,0,2,0,2,10,96.66,-1,-1,-1,-1,-1,2014,1,24,4,24,4,1,0,,,
2014-02-18,19137599,24,155607,1.6094379124341003,0,0,2,0,3,1,102.54,-1,-1,-1,-1,-1,2014,2,18,1,49,8,1,0,,,
2014-02-03,18387185,24,730259,2.70805020110221,0,0,1,0,3,1,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,2.5470300902112784,,
2014-03-01,19689439,27,311954,0.6931471805599453,0,0,0,3,3,1,,-1,-1,-1,-1,-1,2014,3,1,5,60,9,1,1,,,
2014-01-23,17722134,36,559872,0.6931471805599453,0,0,2,1,2,10,97.23,-1,-1,-1,-1,-1,2014,1,23,3,23,4,1,0,,,
2014-02-17,19097824,35,265254,2.8903717578961645,0,0,2,2,1,3,100.31,-1,-1,-1,-1,-1,2014,2,17,0,48,8,1,0,2.4863324910733833,,
2014-02-19,19189628,27,1153584,2.0794415416798357,0,0,1,3,3,1,103.46,-1,-1,-1,-1,-1,2014,2,19,2,50,8,1,0,,,
2014-02-16,19038187,24,1047721,2.0794415416798357,0,0,1,0,3,1,,-1,-1,-1,-1,-1,2014,2,16,6,47,7,1,1,,,
2014-01-08,16748167,26,252970,1.6094379124341003,0,0,0,0,3,10,91.9,-1,-1,-1,-1,-1,2014,1,8,2,8,2,1,0,,,
2014-02-25,19491065,36,459801,0.6931471805599453,0,0,2,1,2,10,102.2,-1,-1,-1,-1,-1,2014,2,25,1,56,9,1,0,,,
2014-01-30,18160767,27,1146803,1.0986122886681098,0,0,2,3,3,1,98.25,-1,-1,-1,-1,-1,2014,1,30,3,30,5,1,0,,,
2014-03-04,19889054,32,255161,0.6931471805599453,0,0,2,0,1,3,103.64,0,1,1,1,0,2014,3,4,1,63,10,1,0,,,
2014-03-03,19817326,24,1121513,1.791759469228055,0,0,0,0,3,1,105.34,0,1,1,1,0,2014,3,3,0,62,10,1,0,,,
2014-03-14,20532472,35,365264,0.6931471805599453,0,0,0,2,1,3,99.23,-1,-1,-1,-1,-1,2014,3,14,4,73,11,1,0,,,
2014-02-22,19332361,24,977007,1.9459101490553132,0,0,0,0,3,1,,-1,-1,-1,-1,-1,2014,2,22,5,53,8,1,1,,,
2014-03-05,19948258,26,841842,3.6888794541139363,0,0,2,0,3,10,101.75,-1,-1,-1,-1,-1,2014,3,5,2,64,10,1,0,,,
2014-02-02,18334684,24,1091366,1.9459101490553132,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,2,2,6,33,5,1,1,1.709564591384689,,
2014-01-17,17356509,51,1114754,0.6931471805599453,0,0,0,0,0,17,93.96,-1,-1,-1,-1,-1,2014,1,17,4,17,3,1,0,,,
2014-02-22,19334160,26,789224,1.3862943611198906,0,0,0,0,3,10,,-1,-1,-1,-1,-1,2014,2,22,5,53,8,1,1,1.5728668586933447,,
2014-02-22,19333871,26,318787,1.0986122886681098,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,2,22,5,53,8,1,1,,,
2014-03-18,20787174,28,556698,1.0986122886681098,0,0,1,0,2,10,100.08,-1,-1,-1,-1,-1,2014,3,18,1,77,12,1,0,,,
2014-03-29,21489297,27,514242,2.302585092994046,0,0,2,3,3,1,,-1,-1,-1,-1,-1,2014,3,29,5,88,13,1,1,,,
2014-01-08,16751822,30,169028,0.6931471805599453,0,0,2,0,1,3,91.9,-1,-1,-1,-1,-1,2014,1,8,2,8,2,1,0,,,
2014-03-07,20080707,28,1176561,1.0986122886681098,0,0,2,0,2,10,102.82,-1,-1,-1,-1,-1,2014,3,7,4,66,10,1,0,,,
2014-02-11,18795932,32,804932,1.791759469228055,0,0,1,0,1,3,99.96,-1,-1,-1,-1,-1,2014,2,11,1,42,7,1,0,,,
2014-02-08,18647804,36,627885,0.6931471805599453,0,0,2,1,2,10,,-1,-1,-1,-1,-1,2014,2,8,5,39,6,1,1,,,
2014-01-08,16757120,35,850333,1.0986122886681098,0,0,2,2,1,3,91.9,-1,-1,-1,-1,-1,2014,1,8,2,8,2,1,0,1.6307904455659397,,
2014-01-22,17648548,24,881912,1.3862943611198906,0,0,2,0,3,1,96.35,-1,-1,-1,-1,-1,2014,1,22,2,22,4,1,0,,,
2014-03-22,21045492,32,364413,1.9459101490553132,0,0,0,0,1,3,,-1,-1,-1,-1,-1,2014,3,22,5,81,12,1,1,,,
2014-01-24,17777685,28,911990,1.9459101490553132,0,0,0,0,2,10,96.66,-1,-1,-1,-1,-1,2014,1,24,4,24,4,1,0,2.271845752756184,,
2014-03-13,20463981,28,458029,2.0794415416798357,0,0,0,0,2,10,98.57,-1,-1,-1,-1,-1,2014,3,13,3,72,11,1,0,,,
2014-01-02,16364564,34,1084882,2.1972245773362196,0,0,2,0,4,6,95.14,-1,-1,-1,-1,-1,2014,1,2,3,2,1,1,0,1.425142034760411,,
2014-01-16,17270401,36,122418,2.1972245773362196,0,0,2,1,2,10,93.54,-1,-1,-1,-1,-1,2014,1,16,3,16,3,1,0,2.041277970358815,,
2014-02-17,19089398,24,830829,1.3862943611198906,0,0,2,0,3,1,100.31,-1,-1,-1,-1,-1,2014,2,17,0,48,8,1,0,1.6906990021983657,,
2014-02-16,19039488,26,123601,0.6931471805599453,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,2,16,6,47,7,1,1,,,
2014-03-30,21553822,24,1235251,1.3862943611198906,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,3,30,6,89,13,1,1,1.1060574316879688,,
2014-01-07,16686490,27,796395,0.6931471805599453,0,0,0,3,3,1,93.31,-1,-1,-1,-1,-1,2014,1,7,1,7,2,1,0,,,
2014-01-05,16563411,32,828204,1.0986122886681098,0,0,2,0,1,3,,-1,-1,-1,-1,-1,2014,1,5,6,5,1,1,1,1.7958165370168688,,
2014-01-09,16809334,24,1463862,4.04305126783455,0,0,1,0,3,1,91.36,-1,-1,-1,-1,-1,2014,1,9,3,9,2,1,0,,,
2014-01-19,17466419,34,262991,1.9459101490553132,0,0,2,0,4,6,,-1,-1,-1,-1,-1,2014,1,19,6,19,3,1,1,1.5057234830868111,,
2014-01-21,17591970,30,1463801,1.3862943611198906,0,0,1,0,1,3,94.51,-1,-1,-1,-1,-1,2014,1,21,1,21,4,1,0,,,
2014-03-04,19892839,36,261052,1.0986122886681098,0,0,2,1,2,10,103.64,0,1,1,1,0,2014,3,4,1,63,10,1,0,,,
2014-02-05,18514940,51,841583,1.791759469228055,0,0,2,0,0,17,97.4,-1,-1,-1,-1,-1,2014,2,5,2,36,6,1,0,1.1808071665114757,,
2014-03-16,20690085,51,1166478,1.791759469228055,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,3,16,6,75,11,1,1,,,
2014-01-18,17390349,26,1047696,1.3862943611198906,0,0,1,0,3,10,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,,,
2014-03-21,20983934,36,1214325,1.791759469228055,0,0,0,1,2,10,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,,,
2014-03-21,20976502,28,1080756,0.6931471805599453,0,0,2,0,2,10,99.97,-1,-1,-1,-1,-1,2014,3,21,4,80,12,1,0,,,
2014-01-17,17329653,32,103501,1.0986122886681098,0,0,0,0,1,3,93.96,-1,-1,-1,-1,-1,2014,1,17,4,17,3,1,0,,,
2014-01-11,16942740,30,464339,1.0986122886681098,0,0,2,0,1,3,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,1.2948796945425858,,
2014-02-03,18389567,26,1213906,1.0986122886681098,0,0,0,0,3,10,96.44,-1,-1,-1,-1,-1,2014,2,3,0,34,6,1,0,,,
2014-01-02,16358934,28,877513,1.0986122886681098,0,0,0,0,2,10,95.14,-1,-1,-1,-1,-1,2014,1,2,3,2,1,1,0,,,
2014-02-22,19331844,24,414750,2.0794415416798357,0,0,2,0,3,1,,-1,-1,-1,-1,-1,2014,2,22,5,53,8,1,1,,,
2014-02-22,19360180,51,813760,1.6094379124341003,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,2,22,5,53,8,1,1,,,
2014-01-11,16973358,51,1105215,1.6094379124341003,0,0,2,0,0,17,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,,,
2014-01-29,18099253,27,843608,0.6931471805599453,0,0,2,3,3,1,97.34,-1,-1,-1,-1,-1,2014,1,29,2,29,5,1,0,,,
2014-03-28,21421855,26,468265,1.3862943611198906,0,0,1,0,3,10,101.73,-1,-1,-1,-1,-1,2014,3,28,4,87,13,1,0,,,
2014-01-20,17529989,32,215356,0.6931471805599453,0,0,2,0,1,3,93.96,-1,-1,-1,-1,-1,2014,1,20,0,20,4,1,0,,,
2014-02-08,18641179,28,173111,2.0794415416798357,0,0,2,0,2,10,,-1,-1,-1,-1,-1,2014,2,8,5,39,6,1,1,,,
2014-02-07,18586464,24,771156,1.3862943611198906,0,0,0,0,3,1,99.98,-1,-1,-1,-1,-1,2014,2,7,4,38,6,1,0,,,
2014-02-08,18646998,35,658609,1.3862943611198906,0,0,0,2,1,3,,-1,-1,-1,-1,-1,2014,2,8,5,39,6,1,1,,,
2014-01-11,16947435,34,911989,0.6931471805599453,0,0,0,0,4,6,,-1,-1,-1,-1,-1,2014,1,11,5,11,2,1,1,,,
2014-02-10,18740510,24,759697,3.2188758248682006,0,0,1,0,3,1,100.12,-1,-1,-1,-1,-1,2014,2,10,0,41,7,1,0,2.515288399994702,,
2014-03-13,20459879,24,1463805,1.791759469228055,0,0,1,0,3,1,98.57,-1,-1,-1,-1,-1,2014,3,13,3,72,11,1,0,,,
2014-02-07,18593977,34,165727,1.6094379124341003,0,0,2,0,4,6,99.98,-1,-1,-1,-1,-1,2014,2,7,4,38,6,1,0,,,
2014-02-24,19437086,28,757889,1.0986122886681098,0,0,0,0,2,10,103.17,-1,-1,-1,-1,-1,2014,2,24,0,55,9,1,0,1.5247993963188857,,
2014-03-23,21115559,35,258396,1.0986122886681098,0,0,2,2,1,3,,-1,-1,-1,-1,-1,2014,3,23,6,82,12,1,1,,,
2014-01-19,17457772,26,315753,0.6931471805599453,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,1,19,6,19,3,1,1,,,
2014-01-25,17838231,24,1463807,3.1354942159291497,0,0,1,0,3,1,,-1,-1,-1,-1,-1,2014,1,25,5,25,4,1,1,,,
2014-03-12,20403150,28,1463808,1.9459101490553132,0,0,1,0,2,10,98.29,-1,-1,-1,-1,-1,2014,3,12,2,71,11,1,0,,,
2014-01-10,16905188,51,1168718,0.6931471805599453,0,0,2,0,0,17,92.39,-1,-1,-1,-1,-1,2014,1,10,4,10,2,1,0,,,
2014-02-28,19631111,28,627263,1.791759469228055,0,0,2,0,2,10,102.88,-1,-1,-1,-1,-1,2014,2,28,4,59,9,1,0,1.9626767855940515,,
2014-01-26,17908619,27,114790,2.0794415416798357,0,0,2,3,3,1,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,1.6458419478027722,,
2014-02-19,19186648,24,911429,2.4849066497880004,0,0,2,0,3,1,103.46,-1,-1,-1,-1,-1,2014,2,19,2,50,8,1,0,2.3584377413876823,,
2014-02-26,19556234,51,769312,2.833213344056216,0,0,0,0,0,17,102.93,-1,-1,-1,-1,-1,2014,2,26,2,57,9,1,0,,,
2014-02-07,18588652,26,906979,1.0986122886681098,0,0,1,0,3,10,99.98,-1,-1,-1,-1,-1,2014,2,7,4,38,6,1,0,,,
2014-01-26,17905164,24,671039,2.5649493574615367,0,0,1,0,3,1,,-1,-1,-1,-1,-1,2014,1,26,6,26,4,1,1,,,
2014-02-24,19437358,28,1047699,1.791759469228055,0,0,1,0,2,10,103.17,-1,-1,-1,-1,-1,2014,2,24,0,55,9,1,0,,,
2014-03-24,21180706,35,850334,1.3862943611198906,0,0,2,2,1,3,100.05,-1,-1,-1,-1,-1,2014,3,24,0,83,13,1,0,,,
2014-03-29,21496862,34,953413,0.6931471805599453,0,0,0,0,4,6,,-1,-1,-1,-1,-1,2014,3,29,5,88,13,1,1,,,
2014-03-17,20727696,32,1114566,1.791759469228055,0,0,1,0,1,3,98.43,-1,-1,-1,-1,-1,2014,3,17,0,76,12,1,0,,,
2014-01-21,17587881,26,819934,1.6094379124341003,0,0,1,0,3,10,94.51,-1,-1,-1,-1,-1,2014,1,21,1,21,4,1,0,,,
2014-01-18,17400725,36,414454,1.6094379124341003,0,0,2,1,2,10,,-1,-1,-1,-1,-1,2014,1,18,5,18,3,1,1,,,
2014-02-12,18865225,51,1064018,1.6094379124341003,0,0,2,0,0,17,100.38,-1,-1,-1,-1,-1,2014,2,12,2,43,7,1,0,,,
2014-03-05,19945249,24,575630,1.0986122886681098,0,0,2,0,3,1,101.75,-1,-1,-1,-1,-1,2014,3,5,2,64,10,1,0,,,
2014-02-01,18282323,26,621300,2.772588722239781,0,0,2,0,3,10,,-1,-1,-1,-1,-1,2014,2,1,5,32,5,1,1,,,
2014-03-23,21114459,34,407608,0.6931471805599453,0,0,0,0,4,6,,-1,-1,-1,-1,-1,2014,3,23,6,82,12,1,1,,,
2014-03-19,20857872,36,996122,1.3862943611198906,0,0,1,1,2,10,100.71,-1,-1,-1,-1,-1,2014,3,19,2,78,12,1,0,,,
2014-02-05,18492647,30,365138,1.0986122886681098,0,0,2,0,1,3,97.4,-1,-1,-1,-1,-1,2014,2,5,2,36,6,1,0,,,
2014-01-05,16566748,35,987769,1.6094379124341003,0,0,0,2,1,3,,-1,-1,-1,-1,-1,2014,1,5,6,5,1,1,1,,,
